"","database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","support_type","pubmed_id","type"
"9658","tarbase","MIMAT0000259","hsa-miR-182-5p","HBE1","3046","ENSG00000213931","Degradome sequencing","positive","","validated"
"9659","tarbase","MIMAT0000259","hsa-miR-182-5p","HPN","3249","ENSG00000105707","Degradome sequencing","positive","","validated"
"9660","tarbase","MIMAT0000259","hsa-miR-182-5p","HRC","3270","ENSG00000130528","Degradome sequencing","positive","","validated"
"9661","tarbase","MIMAT0000259","hsa-miR-182-5p","HSF4","3299","ENSG00000102878","Degradome sequencing","positive","","validated"
"9662","tarbase","MIMAT0000259","hsa-miR-182-5p","IAPP","3375","ENSG00000121351","Degradome sequencing","positive","","validated"
"9663","tarbase","MIMAT0000259","hsa-miR-182-5p","IFI16","3428","ENSG00000163565","Degradome sequencing","negative","","validated"
"9664","tarbase","MIMAT0000259","hsa-miR-182-5p","IFI27","3429","ENSG00000165949","Degradome sequencing","positive","","validated"
"9665","tarbase","MIMAT0000259","hsa-miR-182-5p","ISL1","3670","ENSG00000016082","Degradome sequencing","negative","","validated"
"9666","tarbase","MIMAT0000259","hsa-miR-182-5p","ITGB2","3689","ENSG00000160255","Degradome sequencing","positive","","validated"
"9667","tarbase","MIMAT0000259","hsa-miR-182-5p","KCNA5","3741","ENSG00000130037","Degradome sequencing","positive","","validated"
"9668","tarbase","MIMAT0000259","hsa-miR-182-5p","MCM5","4174","ENSG00000100297","Degradome sequencing","positive","","validated"
"9669","tarbase","MIMAT0000259","hsa-miR-182-5p","MGP","4256","ENSG00000111341","Degradome sequencing","negative","","validated"
"9670","tarbase","MIMAT0000259","hsa-miR-182-5p","MGST1","4257","ENSG00000008394","Degradome sequencing","positive","","validated"
"9671","tarbase","MIMAT0000259","hsa-miR-182-5p","MLN","4295","ENSG00000096395","Degradome sequencing","positive","","validated"
"9672","tarbase","MIMAT0000259","hsa-miR-182-5p","MSH3","4437","ENSG00000113318","Degradome sequencing","positive","","validated"
"9673","tarbase","MIMAT0000259","hsa-miR-182-5p","NAIP","4671","ENSG00000249437","Degradome sequencing","negative","","validated"
"9674","tarbase","MIMAT0000259","hsa-miR-182-5p","NDN","4692","ENSG00000182636","Degradome sequencing","negative","","validated"
"9675","tarbase","MIMAT0000259","hsa-miR-182-5p","NFYC","4802","ENSG00000066136","Degradome sequencing","positive","","validated"
"9676","tarbase","MIMAT0000259","hsa-miR-182-5p","OTC","5009","ENSG00000036473","Degradome sequencing","positive","","validated"
"9677","tarbase","MIMAT0000259","hsa-miR-182-5p","PCSK1","5122","ENSG00000175426","Degradome sequencing","negative","","validated"
"9678","tarbase","MIMAT0000259","hsa-miR-182-5p","PDE6G","5148","ENSG00000185527","Degradome sequencing","positive","","validated"
"9679","tarbase","MIMAT0000259","hsa-miR-182-5p","PDGFB","5155","ENSG00000100311","Degradome sequencing","positive","","validated"
"9680","tarbase","MIMAT0000259","hsa-miR-182-5p","SLC26A4","5172","ENSG00000091137","Degradome sequencing","negative","","validated"
"9681","tarbase","MIMAT0000259","hsa-miR-182-5p","PEX14","5195","ENSG00000142655","Degradome sequencing","positive","","validated"
"9682","tarbase","MIMAT0000259","hsa-miR-182-5p","PGGT1B","5229","ENSG00000164219","Degradome sequencing","negative","","validated"
"9683","tarbase","MIMAT0000259","hsa-miR-182-5p","PIGA","5277","ENSG00000165195","Degradome sequencing","positive","","validated"
"9684","tarbase","MIMAT0000259","hsa-miR-182-5p","PLAUR","5329","ENSG00000011422","Degradome sequencing","positive","","validated"
"9685","tarbase","MIMAT0000259","hsa-miR-182-5p","PLCB4","5332","ENSG00000101333","Degradome sequencing","negative","","validated"
"9686","tarbase","MIMAT0000259","hsa-miR-182-5p","POLR2C","5432","ENSG00000102978","Degradome sequencing//Degradome sequencing","positive","","validated"
"9687","tarbase","MIMAT0000259","hsa-miR-182-5p","POLR2G","5436","ENSG00000168002","Degradome sequencing","positive","","validated"
"9688","tarbase","MIMAT0000259","hsa-miR-182-5p","POMC","5443","ENSG00000115138","Degradome sequencing","positive","","validated"
"9689","tarbase","MIMAT0000259","hsa-miR-182-5p","PON1","5444","ENSG00000005421","Degradome sequencing","positive","","validated"
"9690","tarbase","MIMAT0000259","hsa-miR-182-5p","PPIC","5480","ENSG00000168938","Degradome sequencing","positive","","validated"
"9691","tarbase","MIMAT0000259","hsa-miR-182-5p","PSPN","5623","ENSG00000125650","Degradome sequencing","positive","","validated"
"9692","tarbase","MIMAT0000259","hsa-miR-182-5p","KLK7","5650","ENSG00000169035","Degradome sequencing","positive","","validated"
"9693","tarbase","MIMAT0000259","hsa-miR-182-5p","PSG3","5671","ENSG00000221826","Degradome sequencing","positive","","validated"
"9694","tarbase","MIMAT0000259","hsa-miR-182-5p","PSG6","5675","ENSG00000170848","Degradome sequencing","positive","","validated"
"9695","tarbase","MIMAT0000259","hsa-miR-182-5p","PTK7","5754","ENSG00000112655","Degradome sequencing","positive","","validated"
"9696","tarbase","MIMAT0000259","hsa-miR-182-5p","PTPRG","5793","ENSG00000144724","Degradome sequencing","negative","","validated"
"9697","tarbase","MIMAT0000259","hsa-miR-182-5p","RAB3IL1","5866","ENSG00000167994","Degradome sequencing","positive","","validated"
"9698","tarbase","MIMAT0000259","hsa-miR-182-5p","RARA","5914","ENSG00000131759","Degradome sequencing","positive","","validated"
"9699","tarbase","MIMAT0000259","hsa-miR-182-5p","RFC3","5983","ENSG00000133119","Degradome sequencing","negative","","validated"
"9700","tarbase","MIMAT0000259","hsa-miR-182-5p","RPE","6120","ENSG00000197713","Degradome sequencing","positive","","validated"
"9701","tarbase","MIMAT0000259","hsa-miR-182-5p","SELPLG","6404","ENSG00000110876","Degradome sequencing","positive","","validated"
"9702","tarbase","MIMAT0000259","hsa-miR-182-5p","SRSF4","6429","ENSG00000116350","Degradome sequencing","negative","","validated"
"9703","tarbase","MIMAT0000259","hsa-miR-182-5p","SRSF7","6432","ENSG00000115875","Degradome sequencing","negative","","validated"
"9704","tarbase","MIMAT0000259","hsa-miR-182-5p","SFTPD","6441","ENSG00000133661","Degradome sequencing","positive","","validated"
"9705","tarbase","MIMAT0000259","hsa-miR-182-5p","SHMT1","6470","ENSG00000176974","Degradome sequencing","positive","","validated"
"9706","tarbase","MIMAT0000259","hsa-miR-182-5p","SLC5A5","6528","ENSG00000105641","Degradome sequencing","positive","","validated"
"9707","tarbase","MIMAT0000259","hsa-miR-182-5p","SLC6A12","6539","ENSG00000111181","Degradome sequencing","positive","","validated"
"9708","tarbase","MIMAT0000259","hsa-miR-182-5p","SOX2","6657","ENSG00000181449","Degradome sequencing","negative","","validated"
"9709","tarbase","MIMAT0000259","hsa-miR-182-5p","SPRR3","6707","ENSG00000163209","Degradome sequencing","positive","","validated"
"9710","tarbase","MIMAT0000259","hsa-miR-182-5p","STAT5B","6777","ENSG00000173757","Degradome sequencing//Degradome sequencing","positive","","validated"
"9711","tarbase","MIMAT0000259","hsa-miR-182-5p","SULT1E1","6783","ENSG00000109193","Degradome sequencing","negative","","validated"
"9712","tarbase","MIMAT0000259","hsa-miR-182-5p","SYP","6855","ENSG00000102003","Degradome sequencing","positive","","validated"
"9713","tarbase","MIMAT0000259","hsa-miR-182-5p","TACR2","6865","ENSG00000075073","Degradome sequencing","positive","","validated"
"9714","tarbase","MIMAT0000259","hsa-miR-182-5p","TBXA2R","6915","ENSG00000006638","Degradome sequencing","positive","","validated"
"9715","tarbase","MIMAT0000259","hsa-miR-182-5p","MLX","6945","ENSG00000108788","Degradome sequencing","positive","","validated"
"9716","tarbase","MIMAT0000259","hsa-miR-182-5p","TCN1","6947","ENSG00000134827","Degradome sequencing","positive","","validated"
"9717","tarbase","MIMAT0000259","hsa-miR-182-5p","TFAP2B","7021","ENSG00000008196","Degradome sequencing","negative","","validated"
"9718","tarbase","MIMAT0000259","hsa-miR-182-5p","TFDP2","7029","ENSG00000114126","Degradome sequencing","negative","","validated"
"9719","tarbase","MIMAT0000259","hsa-miR-182-5p","TG","7038","ENSG00000042832","Degradome sequencing","positive","","validated"
"9720","tarbase","MIMAT0000259","hsa-miR-182-5p","TPO","7173","ENSG00000115705","Degradome sequencing","positive","","validated"
"9721","tarbase","MIMAT0000259","hsa-miR-182-5p","TSHB","7252","ENSG00000134200","Degradome sequencing","positive","","validated"
"9722","tarbase","MIMAT0000259","hsa-miR-182-5p","UBE2E1","7324","ENSG00000170142","Degradome sequencing","positive","","validated"
"9723","tarbase","MIMAT0000259","hsa-miR-182-5p","UCP2","7351","ENSG00000175567","Degradome sequencing","positive","","validated"
"9724","tarbase","MIMAT0000259","hsa-miR-182-5p","ZNF23","7571","ENSG00000167377","Degradome sequencing","negative","","validated"
"9725","tarbase","MIMAT0000259","hsa-miR-182-5p","ZNF136","7695","ENSG00000196646","Degradome sequencing","negative","","validated"
"9726","tarbase","MIMAT0000259","hsa-miR-182-5p","LUZP1","7798","ENSG00000169641","Degradome sequencing","positive","","validated"
"9727","tarbase","MIMAT0000259","hsa-miR-182-5p","MALL","7851","ENSG00000144063","Degradome sequencing","positive","","validated"
"9728","tarbase","MIMAT0000259","hsa-miR-182-5p","ST8SIA4","7903","ENSG00000113532","Degradome sequencing","negative","","validated"
"9729","tarbase","MIMAT0000259","hsa-miR-182-5p","FGF23","8074","ENSG00000118972","Degradome sequencing","positive","","validated"
"9730","tarbase","MIMAT0000259","hsa-miR-182-5p","ANP32A","8125","ENSG00000140350","Degradome sequencing//Degradome sequencing","positive","","validated"
"9731","tarbase","MIMAT0000259","hsa-miR-182-5p","GDF5","8200","ENSG00000125965","Degradome sequencing","positive","","validated"
"9732","tarbase","MIMAT0000259","hsa-miR-182-5p","HYAL3","8372","ENSG00000186792","Degradome sequencing","positive","","validated"
"9733","tarbase","MIMAT0000259","hsa-miR-182-5p","SPARCL1","8404","ENSG00000152583","Degradome sequencing","negative","","validated"
"9734","tarbase","MIMAT0000259","hsa-miR-182-5p","GNPAT","8443","ENSG00000116906","Degradome sequencing","positive","","validated"
"9735","tarbase","MIMAT0000259","hsa-miR-182-5p","CUL3","8452","ENSG00000036257","Degradome sequencing","negative","","validated"
"9736","tarbase","MIMAT0000259","hsa-miR-182-5p","TPST2","8459","ENSG00000128294","Degradome sequencing","positive","","validated"
"9737","tarbase","MIMAT0000259","hsa-miR-182-5p","GEMIN2","8487","ENSG00000092208","Degradome sequencing","negative","","validated"
"9738","tarbase","MIMAT0000259","hsa-miR-182-5p","PPFIBP1","8496","ENSG00000110841","Degradome sequencing","negative","","validated"
"9739","tarbase","MIMAT0000259","hsa-miR-182-5p","IFITM1","8519","ENSG00000185885","Degradome sequencing","negative","","validated"
"9740","tarbase","MIMAT0000259","hsa-miR-182-5p","MADD","8567","ENSG00000110514","Degradome sequencing","positive","","validated"
"9741","tarbase","MIMAT0000259","hsa-miR-182-5p","RUVBL1","8607","ENSG00000175792","Degradome sequencing//Degradome sequencing","positive","","validated"
"9742","tarbase","MIMAT0000259","hsa-miR-182-5p","PSMG1","8624","ENSG00000183527","Degradome sequencing","positive","","validated"
"9743","tarbase","MIMAT0000259","hsa-miR-182-5p","ABCB11","8647","ENSG00000073734","Degradome sequencing","positive","","validated"
"9744","tarbase","MIMAT0000259","hsa-miR-182-5p","LAMTOR3","8649","ENSG00000109270","Degradome sequencing","negative","","validated"
"9745","tarbase","MIMAT0000259","hsa-miR-182-5p","EIF3C","8663","ENSG00000184110","Degradome sequencing","negative","","validated"
"9746","tarbase","MIMAT0000259","hsa-miR-182-5p","B4GALT3","8703","ENSG00000158850","Degradome sequencing","positive","","validated"
"9747","tarbase","MIMAT0000259","hsa-miR-182-5p","TNFRSF25","8718","ENSG00000215788","Degradome sequencing","negative","","validated"
"9748","tarbase","MIMAT0000259","hsa-miR-182-5p","CCNK","8812","ENSG00000090061","Degradome sequencing//Degradome sequencing","positive","","validated"
"9749","tarbase","MIMAT0000259","hsa-miR-182-5p","SYNJ1","8867","ENSG00000159082","Degradome sequencing","positive","","validated"
"9750","tarbase","MIMAT0000259","hsa-miR-182-5p","EIF2B2","8892","ENSG00000119718","Degradome sequencing","positive","","validated"
"9751","tarbase","MIMAT0000259","hsa-miR-182-5p","KRT75","9119","ENSG00000170454","Degradome sequencing","positive","","validated"
"9752","tarbase","MIMAT0000259","hsa-miR-182-5p","NEMF","9147","ENSG00000165525","Degradome sequencing","negative","","validated"
"9753","tarbase","MIMAT0000259","hsa-miR-182-5p","IL1RL1","9173","ENSG00000115602","Degradome sequencing","positive","","validated"
"9754","tarbase","MIMAT0000259","hsa-miR-182-5p","AIMP1","9255","ENSG00000164022","Degradome sequencing","negative","","validated"
"9755","tarbase","MIMAT0000259","hsa-miR-182-5p","LHX2","9355","ENSG00000106689","Degradome sequencing","positive","","validated"
"9756","tarbase","MIMAT0000259","hsa-miR-182-5p","SLC22A8","9376","ENSG00000149452","Degradome sequencing","positive","","validated"
"9757","tarbase","MIMAT0000259","hsa-miR-182-5p","TMPRSS11D","9407","ENSG00000153802","Degradome sequencing","positive","","validated"
"9758","tarbase","MIMAT0000259","hsa-miR-182-5p","ITM2B","9445","ENSG00000136156","Degradome sequencing","positive","","validated"
"9759","tarbase","MIMAT0000259","hsa-miR-182-5p","MED20","9477","ENSG00000124641","Degradome sequencing","positive","","validated"
"9760","tarbase","MIMAT0000259","hsa-miR-182-5p","ADAMTS4","9507","ENSG00000158859","Degradome sequencing","positive","","validated"
"9761","tarbase","MIMAT0000259","hsa-miR-182-5p","PRDX6","9588","ENSG00000117592","Degradome sequencing","positive","","validated"
"9762","tarbase","MIMAT0000259","hsa-miR-182-5p","HS2ST1","9653","ENSG00000153936","Degradome sequencing","negative","","validated"
"9763","tarbase","MIMAT0000259","hsa-miR-182-5p","KNTC1","9735","ENSG00000184445","Degradome sequencing","negative","","validated"
"9764","tarbase","MIMAT0000259","hsa-miR-182-5p","TOX","9760","ENSG00000198846","Degradome sequencing","negative","","validated"
"9765","tarbase","MIMAT0000259","hsa-miR-182-5p","MRPL19","9801","ENSG00000115364","Degradome sequencing","positive","","validated"
"9766","tarbase","MIMAT0000259","hsa-miR-182-5p","PDCD6","10016","ENSG00000249915","Degradome sequencing","negative","","validated"
"9767","tarbase","MIMAT0000259","hsa-miR-182-5p","USH1C","10083","ENSG00000006611","Degradome sequencing","positive","","validated"
"9768","tarbase","MIMAT0000259","hsa-miR-182-5p","TRIM13","10206","ENSG00000204977","Degradome sequencing","negative","","validated"
"9769","tarbase","MIMAT0000259","hsa-miR-182-5p","FLOT1","10211","ENSG00000137312","Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"9770","tarbase","MIMAT0000259","hsa-miR-182-5p","ANGPTL7","10218","ENSG00000171819","Degradome sequencing","negative","","validated"
"9771","tarbase","MIMAT0000259","hsa-miR-182-5p","SLC17A2","10246","ENSG00000112337","Degradome sequencing","positive","","validated"
"9772","tarbase","MIMAT0000259","hsa-miR-182-5p","SPRY1","10252","ENSG00000164056","Degradome sequencing","negative","","validated"
"9773","tarbase","MIMAT0000259","hsa-miR-182-5p","CWC27","10283","ENSG00000153015","Degradome sequencing","positive","","validated"
"9774","tarbase","MIMAT0000259","hsa-miR-182-5p","CITED2","10370","ENSG00000164442","Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"9775","tarbase","MIMAT0000259","hsa-miR-182-5p","TUBA1B","10376","ENSG00000123416","Degradome sequencing","positive","","validated"
"9776","tarbase","MIMAT0000259","hsa-miR-182-5p","CDIPT","10423","ENSG00000103502","Degradome sequencing","positive","","validated"
"9777","tarbase","MIMAT0000259","hsa-miR-182-5p","MTHFS","10588","ENSG00000136371","Degradome sequencing","positive","","validated"
"9778","tarbase","MIMAT0000259","hsa-miR-182-5p","AHSA1","10598","ENSG00000100591","Degradome sequencing","positive","","validated"
"9779","tarbase","MIMAT0000259","hsa-miR-182-5p","POP4","10775","ENSG00000105171","Degradome sequencing","positive","","validated"
"9780","tarbase","MIMAT0000259","hsa-miR-182-5p","STARD10","10809","ENSG00000214530","Degradome sequencing","positive","","validated"
"9781","tarbase","MIMAT0000259","hsa-miR-182-5p","PPP1R17","10842","ENSG00000106341","Degradome sequencing","positive","","validated"
