"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050858","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"7070/7430/5795/56940/5777/1845/26191/10385/9404/2633/11126/23228/868/2874/7805/8525/2213/5074/5621/634/4068/3958/1997/29085/5771/933/11314",27
"GO:0051497","GO:0051497","negative regulation of stress fiber assembly","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"4233/5216/10163/10395/79822/90102/8500/3925/5062/85415/23671/7082/23122/23332/51763/114822/5295/50848/116985/23370/4653/84952/10391/4070/90167/1901/395",27
"GO:0090279","GO:0090279","regulation of calcium ion import","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"9456/1499/5311/7779/5987/3280/6347/5159/6781/7349/65267/6387/6690/51393/5155/6588/196051/8573/2641/6406/5350/9914/3958/56848/162514/1950/6348",27
"GO:1990806","GO:1990806","ligand-gated ion channel signaling pathway","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"80315/23236/2904/2903/8851/2767/2891/351/1131/3708/2151/1201/84876/2147/5354/2892/2895/2864/2900/2901/2867/2902/116444/2185/2899/2905/2906",27
"GO:0043299","GO:0043299","leukocyte degranulation","64/14183","81/18870",0.25374065218335,0.348510598354416,0.188060506053313,"8773/867/3815/4067/6844/5293/6850/8723/136/164/3598/1113/2294/2150/5170/5294/5873/8673/11151/27040/6812/2241/3916/5730/8013/3689/57102/3055/10125/5880/201294/2213/6845/3566/306/6814/3965/27342/634/284021/4818/7462/6284/6571/11280/56848/8832/6688/10814/2242/2623/2624/5724/6813/11314/84106/117194/30817/6348/5729/9846/2214/613/3134",64
"GO:0120193","GO:0120193","tight junction organization","64/14183","81/18870",0.25374065218335,0.348510598354416,0.188060506053313,"6591/6722/324/7046/71/5339/8777/56288/4301/5062/100506658/10207/402/6801/6093/7855/1365/5010/7082/1364/1739/1969/6615/2048/5583/9475/1894/4641/9076/5175/50848/6904/7124/9075/23562/10015/55334/26285/3605/2131/79977/7481/10266/137075/3551/5566/90952/286676/5872/143098/4867/51599/6833/7043/79987/1366/91862/9080/79983/153562/261734/79778/9071/24146",64
"GO:1902930","GO:1902930","regulation of alcohol biosynthetic process","44/14183","55/18870",0.254505883479098,0.349486316615447,0.188587015349735,"5978/5562/6720/10613/51360/6622/4790/11160/650/2246/6647/64137/2672/22937/2852/8720/3973/9563/10162/3269/117/343/23541/4142/9619/654/1181/1594/5031/6721/348/338/27122/653/1581/5724/5745/1609/54361/5341/2185/5592/51744/5028",44
"GO:0051055","GO:0051055","negative regulation of lipid biosynthetic process","54/14183","68/18870",0.255102827118817,0.350230572431758,0.188988624730079,"6591/57761/5978/5562/10613/150094/94103/23411/4790/3638/11160/20/145264/94101/55294/650/5154/6615/6647/8622/23352/2672/22937/2852/51141/8816/8877/79888/672/8644/29095/476/5155/83643/10196/10464/5629/33/37/634/341/1594/80816/64410/376497/348/27122/653/1581/23038/340895/27120/54361/345",54
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","90/14183","115/18870",0.256904466711991,0.352628078043402,0.190282347562958,"5743/1906/3995/6319/50640/80142/284273/60481/1545/23411/8560/11343/1562/8529/2171/1907/3553/5321/5742/6342/10005/79993/113612/4051/79966/2052/239/972/29785/127281/301/5730/6785/8644/9536/54898/221955/3248/9373/255189/1543/1573/26090/79071/1548/1549/247/10464/4282/1646/8399/9415/57406/66002/22949/57834/2944/145482/83401/1557/4259/240/64834/215/3992/2876/51/1645/2166/873/10728/26063/2946/1544/8824/6916/2950/231/551/747/1571/2938/552/7132/11283/30/1109/2879/5740/525",90
"GO:0006813","GO:0006813","potassium ion transport","186/14183","241/18870",0.258784392027497,0.355131983288381,0.191633484916323,"8645/3759/3757/1027/610/1017/468/483/2316/2783/3749/7248/7531/9943/10479/10723/23327/288/3737/3766/9472/27347/79041/79714/3747/3799/4734/5311/23415/170850/196527/6844/7341/51083/3688/3752/3767/23704/4905/287/481/482/1739/2273/3776/3781/3783/6548/6558/9525/27345/51719/3736/776/1813/126755/3782/9196/3745/57419/3768/348980/10142/857/131096/5999/25769/1804/57468/30819/88/967/3790/3954/6507/6553/11261/55151/56659/157855/3755/30820/476/845/3249/3741/55002/343450/5348/1908/3792/3786/6616/3779/54209/93107/440699/3770/9215/144245/477/150/8811/9990/84561/27069/4846/6557/3772/3785/5621/27094/3751/3778/3775/10089/81832/6549/54207/285335/10021/274/3750/57030/84679/358/8514/3777/6000/23315/259232/9722/283518/388591/3760/3784/6833/3763/3356/57463/9312/3746/6559/134/3769/3754/3756/10060/57657/495/496/7881/9132/3761/150160/29850/56996/57582/56660/60598/84286/9992/3744/478/6560/11060/90134/56479/1812/9424/2185/65266/9187/123041/57084/285195/3758/3787/3764/10242/27133/26251/23630/57628/11194/89822",186
"GO:0005978","GO:0005978","glycogen biosynthetic process","37/14183","46/18870",0.260887730213703,0.3574795752853,0.192900273763009,"8660/3481/3643/5499/5509/8445/9852/5500/5167/2932/51763/10580/89801/90673/3667/207/7360/79660/34/2997/208/8864/2931/55829/2998/9572/3479/23178/2632/178/3630/2992/5507/5261/10728/5506/5260",37
"GO:0006858","GO:0006858","extracellular transport","37/14183","46/18870",0.260887730213703,0.3574795752853,0.192900273763009,"5991/9368/1767/8701/23639/23247/83538/7251/361/8481/83853/25911/53340/144535/161582/79582/27031/123872/2622/8382/25790/55172/27148/388389/152110/80217/26256/55036/9576/25981/220136/11060/1770/115948/79925/164781/55582",37
"GO:0009250","GO:0009250","glucan biosynthetic process","37/14183","46/18870",0.260887730213703,0.3574795752853,0.192900273763009,"8660/3481/3643/5499/5509/8445/9852/5500/5167/2932/51763/10580/89801/90673/3667/207/7360/79660/34/2997/208/8864/2931/55829/2998/9572/3479/23178/2632/178/3630/2992/5507/5261/10728/5506/5260",37
"GO:0032892","GO:0032892","positive regulation of organic acid transport","37/14183","46/18870",0.260887730213703,0.3574795752853,0.192900273763009,"1906/5025/8792/23204/2550/3688/59272/8529/2180/3553/5321/5663/6558/8140/81539/22925/18/3552/6812/57393/5027/9536/8647/22930/84062/10991/4282/8399/51703/6529/8564/8600/5608/6860/551/552/151176",37
"GO:0033120","GO:0033120","positive regulation of RNA splicing","37/14183","46/18870",0.260887730213703,0.3574795752853,0.192900273763009,"4928/9967/1207/5430/6426/54407/27316/10262/3312/5935/10419/92906/22938/4691/11338/1153/3303/22927/23064/55696/56853/5295/6434/1859/2081/26528/4686/9588/29896/27339/494115/6625/79084/8882/282996/283375/3167",37
"GO:0055078","GO:0055078","sodium ion homeostasis","37/14183","46/18870",0.260887730213703,0.3574795752853,0.192900273763009,"483/1906/4302/8529/481/482/4879/6548/6558/1813/6546/3552/80763/185/6507/1910/133308/476/477/6337/66002/6557/1585/2131/64699/183/2132/6559/6339/6338/495/496/7380/478/1909/4159/525",37
"GO:1990573","GO:1990573","potassium ion import across plasma membrane","37/14183","46/18870",0.260887730213703,0.3574795752853,0.192900273763009,"8645/3759/3757/610/483/10723/3766/3767/481/482/1739/6558/3768/57468/476/3770/477/9990/84561/6557/3772/10021/3760/3784/6833/3763/6559/3769/10060/495/496/3761/9992/478/6560/3758/3764",37
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","57/14183","72/18870",0.261853064109731,0.358725188643877,0.193572421696721,"8202/2296/5991/10527/3975/55506/3976/5469/1499/652/55897/2247/9555/5054/650/2810/6662/55273/79413/5583/58495/4825/4851/7716/2118/2668/5080/7421/8842/572/694/6424/10626/5727/247/100133941/7480/94/50604/6820/5920/654/1030/1594/2658/655/57521/4926/4831/7161/54806/8643/4821/2116/126695/7849/5076",57
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","47/14183","59/18870",0.262754946233215,0.359806031874577,0.1941556576898,"490/858/2915/7474/7531/491/9256/785/169200/493/159371/783/2281/3708/7222/793/2852/857/7220/1201/9899/794/797/114/3351/2147/3270/666/5350/5566/1268/2827/6262/134/1258/2911/57113/6261/64072/10590/6543/8326/7223/26059/5023/130733/5028",47
"GO:0098900","GO:0098900","regulation of action potential","47/14183","59/18870",0.262754946233215,0.359806031874577,0.1941556576898,"3759/488/801/808/817/1829/1832/2316/1141/7341/2332/4204/287/1525/1739/1824/5318/6548/153396/2257/3745/10142/857/781/2258/7124/29098/3786/1269/3728/6331/10021/274/784/54795/2629/1268/8514/9722/388591/775/6262/9096/2859/6508/6543/948",47
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","83/14183","106/18870",0.265608711649732,0.363635729182329,0.196222208368969,"22876/3570/5789/51701/801/5618/7398/51379/54741/388585/5515/815/57599/3815/3976/1545/3280/2033/128869/3569/6352/4771/2066/7428/602/10019/132299/2690/2048/51561/857/8651/5518/79893/4851/3455/3575/7124/8835/2688/3440/3456/51094/1647/5979/55250/2147/338376/54940/3587/10464/9021/3593/11137/56832/55835/3717/3586/282618/84444/9146/3454/4760/54625/3588/5771/2149/3439/55801/7297/183/5788/1444/3718/11314/1442/3445/3442/1950/2185/4485/1600/3451",83
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","30/14183","37/18870",0.266458979991375,0.364486602164635,0.196681349653036,"7057/1785/55207/3117/567/1515/200576/1520/7189/972/3113/1509/3108/3115/54209/2213/29108/1510/220972/1514/3111/5641/81622/3109/10437/3120/8722/55016/3112/3122",30
"GO:0035883","GO:0035883","enteroendocrine cell differentiation","30/14183","37/18870",0.266458979991375,0.364486602164635,0.196681349653036,"1021/2627/5991/7474/10220/222546/652/3280/9575/6608/28514/7428/1000/2932/4825/207/5936/5080/5170/572/2931/51092/406/654/4760/6009/653/4821/84504/429",30
"GO:0051385","GO:0051385","response to mineralocorticoid","30/14183","37/18870",0.266458979991375,0.364486602164635,0.196681349653036,"1026/142/1906/3480/27347/4747/6155/8061/2353/3624/5901/57630/4129/2852/7054/6446/3351/114131/2354/6337/6714/9131/64170/6559/5788/6339/6338/552/266743/10013",30
"GO:0072530","GO:0072530","purine-containing compound transmembrane transport","30/14183","37/18870",0.266458979991375,0.364486602164635,0.196681349653036,"56262/2030/29015/29957/284427/3177/6580/6581/79085/10478/51000/8034/291/80131/366/9197/10257/55315/84230/347734/292/6573/283600/284439/293/6582/9154/401612/92014/64078",30
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","60/14183","76/18870",0.26814062733438,0.364641621735992,0.196765000076224,"1398/5272/55207/5777/3799/5052/10383/203068/23705/1054/164/3592/135250/6318/80328/3902/5819/100507436/5873/7409/11126/11151/23207/3133/80329/3823/3916/6777/59067/914/8807/3105/10125/201294/3593/409/6845/57823/3606/3965/127544/634/79465/4068/4818/3106/7040/5817/2671/10859/3821/1130/3135/3805/3002/114836/2214/10666/3820/3134",60
"GO:0051145","GO:0051145","smooth muscle cell differentiation","60/14183","76/18870",0.26814062733438,0.364641621735992,0.196765000076224,"6722/27250/6935/80306/1786/2627/4208/8554/187/3815/1499/4775/652/55897/6648/3280/23411/4204/6926/26057/8516/93145/57496/7422/133/1491/2069/6662/9444/23462/30008/1311/2294/2852/6443/255743/4851/6495/93649/93166/6909/1910/5155/6604/10266/90/2022/2263/4303/57591/2254/4773/2255/6469/23493/79652/9096/54361/1909/348093",60
"GO:0051937","GO:0051937","catecholamine transport","60/14183","76/18870",0.26814062733438,0.364641621735992,0.196765000076224,"6392/60/5579/9066/1141/3737/6622/1861/2550/4204/11315/152/26281/1139/3840/7052/23208/1813/2912/1113/3745/6580/18/6581/6387/2668/5865/6857/6861/65018/3351/127833/84062/150/222962/9607/5021/57586/6804/6623/55315/91683/1268/6571/156/3356/6860/1815/6582/51760/1137/148281/90019/151/1812/5028/1133/1392/8973/143425",60
"GO:0086003","GO:0086003","cardiac muscle cell contraction","60/14183","76/18870",0.26814062733438,0.364641621735992,0.196765000076224,"3759/3757/488/817/1829/1832/2316/9631/10052/23327/5144/7341/3752/23704/2697/287/783/1739/1824/3781/5290/5318/6548/23171/776/6323/6781/2257/10142/857/781/2258/6717/29098/55800/476/3741/477/3728/6331/5350/2934/10021/274/6640/54795/6324/6330/9722/388591/3760/3784/775/5142/6262/134/10060/9992/3764/23630",60
"GO:0000028","GO:0000028","ribosomal small subunit assembly","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"5591/6232/29777/6208/6209/26284/6169/27341/7520/6223/51081/5822/3921/51065/6193/6234",16
"GO:0002281","GO:0002281","macrophage activation involved in immune response","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"148022/5581/6850/8291/9111/5336/7124/54209/2896/22904/3430/56670/11277/90865/7305/3929",16
"GO:0002544","GO:0002544","chronic inflammatory response","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"7057/7128/6352/10563/136/6280/8876/1588/7124/7412/64332/201294/3586/3620/11280/6279",16
"GO:0003184","GO:0003184","pulmonary valve morphogenesis","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"4853/4091/11096/4087/652/182/6092/23462/9353/6091/4851/7042/4846/23493/26508/64220",16
"GO:0010744","GO:0010744","positive regulation of macrophage derived foam cell differentiation","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"1435/4790/1437/5583/4023/5601/185/247/8399/5320/3606/338/5196/5322/183/948",16
"GO:0010801","GO:0010801","negative regulation of peptidyl-threonine phosphorylation","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"801/808/1981/4092/56288/805/51763/5528/199731/2039/10253/161742/143941/200734/22933/1609",16
"GO:0010885","GO:0010885","regulation of cholesterol storage","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"7376/949/158219/4023/19/5465/5468/10938/1066/5467/54209/9619/10062/6721/338/948",16
"GO:0015810","GO:0015810","aspartate transmembrane transport","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"56262/6509/10165/55144/6505/6510/6506/6507/6519/80131/7351/79751/8604/84230/2670/83733",16
"GO:0021513","GO:0021513","spinal cord dorsal/ventral patterning","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"2736/55764/27152/6608/58524/731220/2737/54567/6656/51684/121643/4821/6469/8646/8022/429",16
"GO:0030050","GO:0030050","vesicle transport along actin filament","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"81/4643/8976/55930/54874/4430/4644/4641/4645/80179/4646/4542/4640/4642/64005/4648",16
"GO:0030903","GO:0030903","notochord development","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"10413/7474/3399/1942/2735/9241/1969/6662/6491/221908/23242/9573/8463/7481/85301/80781",16
"GO:0032026","GO:0032026","response to magnesium ion","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"4193/7057/288/3747/6622/254428/955/929/3736/4982/8074/654/2203/6569/55512/6263",16
"GO:0032516","GO:0032516","positive regulation of phosphoprotein phosphatase activity","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"801/808/2768/4659/84919/9863/805/2475/3326/3672/5159/5524/23645/945/5788/11314",16
"GO:0032695","GO:0032695","negative regulation of interleukin-12 production","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"7057/708/4790/1236/6504/64127/10464/409/1240/3586/11213/10859/3718/353514/54/201633",16
"GO:0038166","GO:0038166","angiotensin-activated signaling pathway","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"5910/815/5530/6093/760/857/9475/185/88/5578/10768/116511/57085/4142/6714/183",16
"GO:0045623","GO:0045623","negative regulation of T-helper cell differentiation","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"9655/4092/51043/54542/149041/7292/604/301/430/3142/30009/84695/80149/3566/8995/3718",16
"GO:0055064","GO:0055064","chloride ion homeostasis","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"10723/27347/771/65125/6558/57468/9990/84561/6557/6916/3784/6559/56996/6560/65266/525",16
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","16/14183","19/18870",0.268231589941681,0.364641621735992,0.196765000076224,"7049/7046/8829/196528/2247/10427/7422/5159/9464/4851/6899/161742/29072/6910/23493/4036",16
